item_name,brands,label
M NSM  | Canada Dry | Ginger Ale BTL 20 F,canada dry,2
Pepsi Zero Cherry,pepsi,1
Pepsi Zero Slim,pepsi,1
MTN Dew 20 oz,pepsi,1
mountain dew baja blast,pepsi,1
Cherry Coke 16oz Can,coke,0
Bottle Mountain Dew Zero,pepsi,1
Bottle Pepsi Max 20,pepsi,1
BVC - Diet Coke Can,coke,0
Bottle Canada Dry O Seltzer Water 20oz(3),canada dry,2
COKE- 12oz. Can,coke,0
Bottle Coke dreamworld zero 20oz,coke,0
BVC-Can Pepsi Wild Cherry 12oz,pepsi,1
coke can 16oz,coke,0
Coke Cherry Vanilla Zero,coke,0
Mountain dew Zero Suagar,pepsi,1
Canned Diet Pepsi,pepsi,1
Can Coke with Coffee,coke,0
"Bottle Diet Coke ""It's M",coke,0
20oz Mountain Dew Baja Blast,pepsi,1
Soda Mountain Dew Kickst,pepsi,1
BVC - Bottle Mountain Dew Purple Thunder 20oz,pepsi,1
Coca-Cola with Coffee 12oz - Zero Sugar Vanilla,coke,0
Canada Dry Ginger Ale,canada dry,2
Coca Cola with Vanilla Coffee,coke,0
Mtn Dew Melon 20oz,pepsi,1
Mountain Dew Holiday,pepsi,1
MTN Dew Baja Punch,pepsi,1
Diet Mountain Dew Can,pepsi,1
Coca Cola coffee dark,coke,0
BVC - Nirtro Pepsi 13.65oz,pepsi,1
BVC - Bottle Mountain Dew Merry Mashup 20oz,pepsi,1
Glass Bottle Coke Classic,coke,0
Pepsi 20 Vanilla,pepsi,1
Bottle Mountain Dew Ice 20oz,pepsi,1
BVC - Bottle Coke Cherry Zero 24oz,coke,0
Bottle Pepsi Vanilla 20oz,pepsi,1
BVC - Bottle Mountain Dew Specia,pepsi,1
Coke Vanilla Can,coke,0
Bottle 20oz Vanilla Coke,coke,0
Coke Orange Vanilla,coke,0
Bev - CAN COKE,coke,0
Coca Cola 12 oz,coke,0
BVC Coca Cola Orange Vanilla 20z,coke,0
Bottle Coke Zero 20 oz,coke,0
Bottle Coca Cola Mexico 355 ML,coke,0
BVC Bottle Mountain Dew Diet 20oz,pepsi,1
Mountain Dew Voltage 20oz,pepsi,1
Mountain Dew Blast,pepsi,1
Bev - Coke ZERO Orange Vanilla,coke,0
Pepsi Diet Soda Cans 6 P,pepsi,1
Mountain Dew Zero Sugar 20oz.,pepsi,1
BVC - Can Canada Dry Green Tea Gingerale 12oz,canada dry,2
BVC - Pepsi / 1 Liter,pepsi,1
Coca Cola (Glass) 355ml,coke,0
BVC-Bottle Coke Caffeine Free 20,coke,0
Pepsi Blue 20 oz,pepsi,1
Bottle Diet Wild Cherry Pepsi 20oz,pepsi,1
RT-Pepsi Nitro Draft Cola 13.65oz,pepsi,1
Coke Cherry Vanilla 20oz,coke,0
$diet coke,coke,0
Can pepsi 12oz,pepsi,1
MTN Dew Orange,pepsi,1
Drink Orange Vanilla Zero Coca Cola&#160;20oz,coke,0
Diet Mountain Dew 20 Oz,pepsi,1
Cherry Coke Can,coke,0
Bottle Coke Cherry 20oz,coke,0
20oz. Pepsi diet plastic,pepsi,1
Bottle Canada Dry Sparkling 20oz,canada dry,2
BVC - Coca Cola Orange Va,coke,0
Can Pepsi Wild Cherry 12oz(1),pepsi,1
Soda Mountain Dew Zero Sugar 20o,pepsi,1
Mtn Dew Kickstart Orange Citrus ,pepsi,1
BVC - Diet Pepsi WIld Cherry,pepsi,1
Mountain Dew Spark 0,pepsi,1
"Coke, Diet Coke, Sprite",coke,0
2 for $5 Coke Coffee,coke,0
Bottle Coke Diet Black Cherry Vanilla 20oz,coke,0
BVC Crush 20oz Orange Pepsi,pepsi,1
BVC- Cherry vanilla Coke,coke,0
Diet Coke Feisty Cherry,coke,0
Coca Cola coffee caramel,coke,0
Coke Coffee Zero,coke,0
Canada Dry Seltzer Water 12 oz Can,canada dry,2
Soda Pepsi Cherry 16oz C,pepsi,1
MTN DEW ZERO SUGAR BAJA BLAST,pepsi,1
Mountain dew Livewire 20oz,pepsi,1
Cherry vanilla coca cola,coke,0
Pepsi Cola Soda Shop Cream Soda,pepsi,1
Cherry Pepsi Vanilla 20o,pepsi,1
Coke with coffee mocha,coke,0
pepsi nitro,pepsi,1
Diet Coke 20oz bottle ,coke,0
BVC Bottle Coke Orange Vanilla 20oz,coke,0
Coke Diet 16 oz,coke,0
Bottle Canada Dry Seltzer Pom Cherry,canada dry,2
ACA-Mexican Coke,coke,0
Diet Pepsi Glass 8.5 oz,pepsi,1
Bottle Coke Starlight 20oz,coke,0
20oz mountain dew diet,pepsi,1
canada dry black cherry seltzer,canada dry,2
Coke  $2.50                     ,coke,0
Canada Dry Cran Lime 12 FL oz,canada dry,2
"Mountain Dew Voltage, 20oz",pepsi,1
Canada Dry Mand orange 12 FL oz,canada dry,2
Soda Diet Coke 20oz Bottle caffe,coke,0
Pepsi Zero can 7.5oz,pepsi,1
Coca Cola Zero Orange Vanilla,coke,0
mountain dew voltage,pepsi,1
Mtn. Dew 20 fl oz. ,pepsi,1
Pepsi wild cherry zero sugar  20,pepsi,1
Coke,coke,0
canada dry mandarin orange,canada dry,2
Mountain Dew Spark Zero 20oz,pepsi,1
BVC Bottle Canada Dry Ginger Ale 20oz,canada dry,2
Bottle cherry vanilla Coca Cola 20 oz Bottle(1),coke,0
BVC Bottle Mountain Dew Mystery VooDew Flavor,pepsi,1
Bottle Coke Cherry,coke,0
cream soda pepsi,pepsi,1
Canada Dry Raspberry Setlzer 16.9oz,canada dry,2
BVC Mountain Dew Code Red,pepsi,1
BVC Bottle Aluminium Coke,coke,0
Bottle Coke Cherry Van 20oz,coke,0
Soda Coca Cola Zero,coke,0
MKT- Cherry coke zero,coke,0
Canada Dry Ginger Ale Lemonade,canada dry,2
Pepsi Real Sugar 20oz,pepsi,1
Mountain Dew Zero,pepsi,1
BVC - Can Diet Mountain Dew 12oz,pepsi,1
Bottle Mtn Dew Citrus Cherry 20oz,pepsi,1
Mountain Dew LiveWire,pepsi,1
BVC Crush Pepsi 20oz Grape,pepsi,1
BVC - Canada Dry Orange,canada dry,2
Coke 16oz*,coke,0
Canada Dry - Ginger Ale,canada dry,2
Cherry Vanilla Coke 20oz,coke,0
Nitro pepsi vanilla draft,pepsi,1
diet pepsi can,pepsi,1
Coca Cola Energy Coke Zero 12oz ,coke,0
Soda Coke Zero starllight space ,coke,0
Pepsi Zero 20oz,pepsi,1
Nitro can pepsi,pepsi,1
BVC - Bottle Mountain Dew Game Fuel 20oz,pepsi,1
CHERRY COKE 1LT,coke,0
BVC - Bottle Mountain Dew Game Fuel Tropical 20oz,pepsi,1
coca cola with coffee,coke,0
Pepsi wild berry,pepsi,1
BVC Pepsi Cherry,pepsi,1
Canada Dry Raspberry 12 fl oz,canada dry,2
Coca Cola Bottles,coke,0
Baja Blast Mountain Dew Zero,pepsi,1
Bottled Coke Zero 20oz,coke,0
Zero/Diet Coke/Pepsi 12 oz,coke,0
Bev Pepsi 20oz.,pepsi,1
Coca-Cola 12oz,coke,0
BVC - Bottle Diet Coke 12oz,coke,0
Soda Coke Zero Cherry ,coke,0
Diet Wild Cherry Pepsi,pepsi,1
BVC - Canada Dry Ginger Ale 20 oz.,canada dry,2
Pepsi Soda Shop Black Cherry Cola 20oz,pepsi,1
Coke Coffee Dark Blend,coke,0
Mtn Dew Baja Flash,pepsi,1
Nitro Vanilla Pepsi soda,pepsi,1
Cherry Vanilla Coke Zero,coke,0
Can Coke Zero orange vanilla,coke,0
BVC - Can Diet Cherry Pepsi 12oz,pepsi,1
Pepsi Nitro Cola,pepsi,1
pepsi 64 bottles,pepsi,1
coke cherry,coke,0
Coke zero canned,coke,0
Coca Cola Cherry,coke,0
Bottle Pepsi Max 20Oz,pepsi,1
Can - Mountain Dew,pepsi,1
BVC - Bottle Canada Dry Pom Cher Seltzer  20oz,canada dry,2
"Coca-cola 16,oz",coke,0
Coca Cola - 12oz glass,coke,0
Canada Dry Black Cherry Wishniak 20oz,canada dry,2
Bottle Pepsi Next 20oz,pepsi,1
Fountain Pepsi - 32oz,pepsi,1
BVC - Bottle Mountain Dew Zero Major Melon 20oz,pepsi,1
Mountain Dew - Voo Dew,pepsi,1
BVR - Mountain Dew Zero 20oz,pepsi,1
can cherry coke,coke,0
Pepsi Max,pepsi,1
BVC - Can Canada Dry Peach Mango Spark Selzer 12oz,canada dry,2
BVC - Classic Diet Pepsi Wild Cherry,pepsi,1
Bottle pepsi dream zero,pepsi,1
Coke 8oz Bottle,coke,0
Bottle Coke Zero 20,coke,0
20oz cherry coke,coke,0
Bottle Coke Zero Orange Vanilla 20oz,coke,0
Pepsi Product,pepsi,1
COKE,coke,0
canada dry canned soda,canada dry,2
CANADA DRY- LEMON LIME,canada dry,2
DIET COKE,coke,0
Pepsi Nitro Draft Cola 13.65 oz,pepsi,1
Coca Cola Caffeine Free 12oz,coke,0
Soda Coke ,coke,0
Can Pepsi Diet 12oz,pepsi,1
Orange Vanilla Coke Zero,coke,0
Pepsi Zero 12 oz.,pepsi,1
cokezero16oz,coke,0
Bottle Mtn Dew ZERO,pepsi,1
Canada Dry w/ Lemonade,canada dry,2
Pepsi 20 oz.(3),pepsi,1
BVC Pepsi Mountain Dew KickStart Midnight Grape,pepsi,1
BVC - Diet pepsi,pepsi,1
BVC- Bottle 20 oz Mountain Dew Liberty Brew,pepsi,1
vanilla coke 12oz,coke,0
Soda Coca Diet Cola 16oz Can,coke,0
Coca-Cola w/Coffee Dark Blend,coke,0
pepsi wild Cherry ,pepsi,1
Can Coca-Cola Vanilla 12oz,coke,0
BVC - Pepsi Cherry Diet,pepsi,1
Vanilla coke,coke,0
Can Diet Pepsi 12oz(2),pepsi,1
diet coke 20oz,coke,0
Mtn dew Baja Zero 20z,pepsi,1
20z Pepsi Max Btl,pepsi,1
can vanilla coke,coke,0
Coke Cherry Vanilla 20 oz ,coke,0
Bottle Pepsi Zero Sugar,pepsi,1
coke unlimited,coke,0
Can Coke Zero Coffee 12oz,coke,0
Diet Mtn Dew 12oz,pepsi,1
Pepsi cream 20 Oz,pepsi,1
BVC Coke Diet Canette,coke,0
pepsi zero,pepsi,1
BVC - Bottle Mountain DewSA,pepsi,1
Coke with Coffee Vanilla Zero Su,coke,0
M NSM | PEPSI | ORIGINAL BTL 20 F,pepsi,1
Cherry Pepsi 12oz,pepsi,1
Diet Cherry Pepsi 20oz,pepsi,1
Bottle Mango Zero Pepsi 20oz,pepsi,1
BVC Coke 20ozDiet Caffeine,coke,0
Mtn Dew Spark Zero 20 oz,pepsi,1
BVC Bottle Mountain Dew Merry Mash Up,pepsi,1
BVC - Can Canada Dry Sparkling Peach Mango 12oz,canada dry,2
Coke orange vanilla zero,coke,0
Bottle Mountain Dew Zero,pepsi,1
BVC coke zero cannette,coke,0
BVC- Soda 20 oz Pepsi Vanilla.,pepsi,1
coca cola with coffee & vanilla,coke,0
2/$2.50 Pepsi Promo,pepsi,1
Diet Coke 16,coke,0
Mountain Dew Liberty 20oz,pepsi,1
Mountain Dew Holiday Brew 20oz,pepsi,1
Diet Pepsi Caffeine Free 12oz,pepsi,1
Cherry Coca-Cola Zero,coke,0
CANADA DRY- ORIGINAL,canada dry,2
mtn dew zero 20oz.,pepsi,1
BVC - 3 Cokes for $4.00,coke,0
Bottle Coke Zero Orange 20oz,coke,0
Mtn Dew Kickstart Black Cherry,pepsi,1
NEX- Bottle Mountain Dew Diet,pepsi,1
BVC - Bottle Mountain Dew Liberty Brew 20oz,pepsi,1
Bottle Coke Cherry Zero 20oz,coke,0
Coca Cola 8oz,coke,0
Pepsi Diet caffeine free 12 oz,pepsi,1
Coke Zero Canned,coke,0
Canada Dry Sparkling,canada dry,2
Super Coke Candy,coke,0
BVC- Soda 20 oz Mountain Dew Baja Punch,pepsi,1
Bottle Mountain Dew Spark Zero,pepsi,1
coke alum bottles,coke,0
Coca-Cola Glass bottle 500ml/med,coke,0
Mountain Dew White Out,pepsi,1
Pepsi or Mugs 20 oz Bottle,pepsi,1
Mountain Dew GF Orange Storm,pepsi,1
BVC - Coke,coke,0
Mountain Dew Kickstart Dark Cher,pepsi,1
.99 canned canada dry zero,canada dry,2
BVC - Can Coke Diet 8.5oz(1),coke,0
MTN Dew Berry,pepsi,1
Mtn Dew Gingerbread,pepsi,1
Soda Coca Cola Cherry 16oz Can,coke,0
Bottle Mountain Dew Voo Doo 20oz,pepsi,1
Large Coca-Cola,coke,0
Diet Coke Feisty Cherry 12oz Wide,coke,0
mountain dew voo dew,pepsi,1
Mountain Dew Zero Baja Blast 20oz,pepsi,1
BVC - Bottle Mountain Dew baja blast 20oz,pepsi,1
CF DIET COKE 20oz,coke,0
Mountain Dew 0,pepsi,1
pepsi zero sugar,pepsi,1
BVC - Diet Coke Ginger Lime,coke,0
Soda Mountain Dew Spark 20oz Bot,pepsi,1
Pepsi WildCherry,pepsi,1
Diet Pepsi 16.9 oz,pepsi,1
Coca-Cola Vanilla Coffee 12oz,coke,0
Pepsi Mango 20 oz,pepsi,1
Canada Dry 12 oz Sparkling Water,canada dry,2
MTN DEW 20OZ,pepsi,1
Mexican Coke Glass Bottle,coke,0
Can Coke Marshmellow12oz,coke,0
Pepsi Max 20oz(1),pepsi,1
BVC - Can Canada Dry Sparkling Watermelon 12oz,canada dry,2
BVC - Bottle Mountain Dew Kickstart Cherry 20oz,pepsi,1
BVC - 20 oz Canada Dry,canada dry,2
Bev Coke diet caffine free,coke,0
1L Pl Pepsi 1/15,pepsi,1
BVC - Coke Liter(1),coke,0
pepsi vanilla,pepsi,1
Pepsi - Zero Sugar,pepsi,1
Mountain Dew Gingerbread,pepsi,1
Coke Diet Caffein Free 20 oz,coke,0
Coke Starlight Zero Sugar,coke,0
Soda Mountain Dew Liberty Brew 20oz Bottle,pepsi,1
Vanilla Coca Cola,coke,0
Mtn Dew Frost Bite,pepsi,1
Mtn dew Baja Punch 20z,pepsi,1
Mountain Dew 20oz bottle,pepsi,1
Pepsi - 12oz mango,pepsi,1
December Bonus Bundle -Coke Bott,coke,0
Mtn Dew mystery flavor 20 fl oz,pepsi,1
BVC - Can Canada Dry Sparkling MandarinOrange 12oz,canada dry,2
Soda Cherry Coke 20oz Bot,coke,0
Bottle Mountain Dew Spark Zero 20oz,pepsi,1
MTN DEW DEW-S-A,pepsi,1
mountain dew gingerbread ,pepsi,1
BVC - Bottle Mountain Dew Baja flash,pepsi,1
BVC - Bottle Mountain Dew Citry Cherry Flavor 20oz,pepsi,1
MEXICAN COKE 12 OZ,coke,0
Mountain Dew Voo Doo,pepsi,1
Add a Mexican Coke for $1,coke,0
Coke Live Wire,coke,0
20 oz Coke Zero,coke,0
Diet Coke Feisty Cherry 12oz,coke,0
Canada Dry Triple Berry,canada dry,2
Coke Zero Can 7.5Oz,coke,0
Canada Dry Mand Orange 12 oz can,canada dry,2
Coke Can Special 2/15,coke,0
Cherry Pepsi Can,pepsi,1
Pepsi zero 12 oz can,pepsi,1
Pepsi 2 Liter,pepsi,1
MTN Dew Tropical,pepsi,1
Mountain dew gingerbread snap'd,pepsi,1
Can- coke life,coke,0
3 for 4 Coke,coke,0
Pepsi Products,pepsi,1
Mountain Dew Thrashed Apple 12 fl oz,pepsi,1
BVC - Pepsi 0 20oz,pepsi,1
BVC - Pepsi Nitro Vanilla Cola,pepsi,1
MKT- Canada dry ginger ale,canada dry,2
Soda Diet Coke 24oz Bottle,coke,0
Bottle Pepsi Zero Wild Cherry,pepsi,1
coca cola orange vanilla zero,coke,0
Vanilla Coca-cola 20 0z,coke,0
Can Pepsi Max,pepsi,1
BVC - Bottle Mountain Dew Red White and Dew 20oz,pepsi,1
mtn dew rise,pepsi,1
Coke Cherry Zero Sugar,coke,0
Mtn Dew ICE Lemon Lime,pepsi,1
Diet MTN DEW,pepsi,1
Can Coke w/ Coffee Dark Blend,coke,0
Bottled Coke,coke,0
BVC - Coca Cola Dream,coke,0
BVC - Coca Cola w/ Coffee Vanilla 12oz,coke,0
Coca Cola coffee vanilla,coke,0
Mtn Dew Can,pepsi,1
Diet Pepsi 12 oz can,pepsi,1
Coca Cola Cans 12pk,coke,0
Coca- cola Caramel Coffe,coke,0
Bottle Canada Dry Black Cherry 2,canada dry,2
Bottle Diet Coke 20oz Bottle,coke,0
Coke 16.9 oz,coke,0
Cherry Vanilla Coke Zero 20 oz,coke,0
BVC - Bottle Mountain Dew Merry Mashup,pepsi,1
BVC - Bottle Mountain Dew live wire,pepsi,1
Soda Coca Cola 16oz Can,coke,0
BVC - Bottle Coke Vanilla Orange 20oz,coke,0
BVC Coke Starlight,coke,0
BVC - Strawberry Diet Coke Can,coke,0
regular nitro pepsi,pepsi,1
Mountain Dew Zero Sugar 20oz,pepsi,1
Bev - CAN DIET COKE,coke,0
Soda Mountain Dew Kickstart Grap,pepsi,1
Diet Coke Case 24oz,coke,0
Bev - Flavored Diet Coke,coke,0
Cherry Vanilla Coca Cola,coke,0
Can Mountain Dew Kickstart Grape,pepsi,1
BVC-Canada Dry Seltzer Pomegrante Cherry 20oz,canada dry,2
Pepsi Nitro Draft Cola 13.65oz.,pepsi,1
Coke- Orange Vanilla,coke,0
Mtn Dew Major Melon Zero,pepsi,1
Mountain Dew Frost Bite,pepsi,1
Coke Zero 12oz can,coke,0
Diet Cherry Pepsi can,pepsi,1
BVC - Mtn Dew / 1 Liter,pepsi,1
Bottle Pepsi Diet Cherry 20oz,pepsi,1
Mtn dew gingerbread snap'd 20 oz,pepsi,1
Soda Coke 24oz Bottle,coke,0
Diet Coke 1.25 liter,coke,0
diet Mtn Dew,pepsi,1
Mtn Dew Mystery Flavor 20oz,pepsi,1
Diet Coke1L,coke,0
Can Pepsi Nitro 13.65 oz,pepsi,1
Coke Diet Caffeine Free - 20oz,coke,0
coke zero orange vanilla,coke,0
Canada Dry Pomegranate Cherry 12oz,canada dry,2
Mountain Dew 16oz Cans,pepsi,1
mountain dew zero sugar 20oz,pepsi,1
PEPSI CREAM SODA,pepsi,1
Bev Pepsi diet cherry,pepsi,1
BVC - Canada Dry Green Tea Ginger Ale,canada dry,2
MTN Dew Straw-Melon,pepsi,1
BVC Bottle Mtn Dew Mystery 20z,pepsi,1
Mountain Dew Raspberry L,pepsi,1
Mtn Dew Ice 20 oz.,pepsi,1
12 ounce coke ,coke,0
Coke 20oz  CAL ,coke,0
BVC - Bottle Coke zero Orange Vanilla 20oz,coke,0
Mtn Dew Baja Blast,pepsi,1
COKE ENRGY CHRRY,coke,0
Diet Mtn Dew 20 oz.,pepsi,1
Pepsi     12oz,pepsi,1
Coke 20oz. Bottle,coke,0
Canada Dry Triple Berry 12 fl oz,canada dry,2
Mountain Dew 20 oz(1),pepsi,1
BVC Coke 12oz Zero,coke,0
Mountain Dew Watermelon 20 Ounce,pepsi,1
Bottle Diet Pepsi 20 fl oz.,pepsi,1
BVC - cherry coke,coke,0
Soda Pepsi Mexican 12oz ,pepsi,1
Cherry Coke Zero  20oz,coke,0
Canada Dry Ginger Ale & Lemonade,canada dry,2
BVC Mountain Dew Melon Zero 20oz,pepsi,1
BVC - Can Canada Dry Pom Cherry Spark Seltzer 12oz,canada dry,2
BVC - Can Coke Zero Cherry 12oz,coke,0
Coca Cola Life 12oz,coke,0
BVC -mtn dew zero,pepsi,1
Cherry Coke 20 oz,coke,0
Canada Dry Cranberry Lime ,canada dry,2
Diet Coke Glass,coke,0
Coca Cola Original,coke,0
Canada Dry Black Cherry Wishniak,canada dry,2
MTN Dew Peach-Mango,pepsi,1
Dt Coke ,coke,0
Fountain Pepsi - 16oz,pepsi,1
Mountain Dew DEW USA,pepsi,1
BVC - Pepsi Promo 2.50,pepsi,1
Mtn Dew Zero Raspberry lemonade,pepsi,1
BTL Pepsi Mexico Glass 1,pepsi,1
Canada Dry Sparkling Seltzer Wat,canada dry,2
BVC Coke 20oz Vanilla,coke,0
Mtn Dew BaJa Blast,pepsi,1
BVC - Diet Pepsi/ 20Oz,pepsi,1
Mango can pepsi,pepsi,1
Mountain Dew Frostbite,pepsi,1
Coke Starlight 20oz,coke,0
pepsi mango zero sugar,pepsi,1
Can Zero Cherry Coke,coke,0
BVC - Bottle Coke Cherry 0 sugar 20oz,coke,0
Mountain Dew 16oz Can,pepsi,1
Coca Cola 1L,coke,0
Bottle Mountain Dew Baja PUnch 2,pepsi,1
Coca Cola Zero Can,coke,0
Bottle Mountain Dew Blac,pepsi,1
Coke 500ml,coke,0
Diet Coke (20oz),coke,0
Mtn Dew No Sugar ,pepsi,1
Coca-Cola Vanilla 20oz,coke,0
Wild Cherry Pepsi 12oz Can,pepsi,1
coke cherry can 16oz,coke,0
Coke 2LT,coke,0
BEV - Diet Pepsi,pepsi,1
Mountain Dew Voltage 20 oz,pepsi,1
Cherry Coke Zero 20 oz/24,coke,0
BVC - Can Canada Dry Sparkling Lemon Lime 12oz,canada dry,2
BEV - Coke Zero 20oz,coke,0
coca cola zero sugar,coke,0
HH Coke,coke,0
Bottle Coca Cola Life 20fl oz,coke,0
BVC - Mtn Dew  DEW  zero sugar,pepsi,1
starlight coke,coke,0
BVC - Can Canada Dry Ginger Ale Zero Cran 12oz,canada dry,2
BVC-Can Mountain Dew Diet 12oz,pepsi,1
Mexican Coca Cola,coke,0
Coffee Coke Full Van,coke,0
Coca Cola Classic (20oz),coke,0
Mtn Dew Kickstart BluePomegranat,pepsi,1
BVC - Coke Vanilla Can,coke,0
Cherry coke ,coke,0
Diet Coke 12oz,coke,0
BVC Coke 20oz Zero Or Van,coke,0
Coke with coffee,coke,0
Coke Cans Special 1/10,coke,0
BVC Bottle Pepsi Cream Soda 20z,pepsi,1
Cherry Vanilla Zero Coke,coke,0
Canada dry Seltzer,canada dry,2
Coca Cola Energy Coke Cherry Zer,coke,0
Can Diet Coke Fiesty Cherry 12oz,coke,0
Diet Pepsi 12oz Can,pepsi,1
Cherry Vanilla Coke 20oz Bottle,coke,0
Can Canada dry - ginger ale 12oz,canada dry,2
BVC - Bottle Mountain Dew 20oz Baja Zero,pepsi,1
Mountain Dew/ Baja Blast,pepsi,1
MTN DEW mystery flavor zero,pepsi,1
Canada Dry Vanilla Cream,canada dry,2
Canada Dry Watermelon 12 fl oz,canada dry,2
bottle mountain dew zero sugar,pepsi,1
Can Canada Dry 12oz,canada dry,2
Coke cherry van,coke,0
Mountain Dew Kickstart Mango Lim,pepsi,1
Can Vanilla Coke Zero,coke,0
Mtn Dew Rise Strawberry Melon,pepsi,1
Coca Cola Zero Orange Vanilla,coke,0
BVC - 7.5 oz Coke can,coke,0
BVC - Bottle Mountain Dew Voodew,pepsi,1
Coca-Cola Dreamworld Zero Sugar ,coke,0
Promo - Pepsi and Frito Lay,pepsi,1
coke zero 12oz,coke,0
Pepsi Soda Shop Creme Soda 12oz ,pepsi,1
Mountain Dew GF Berry,pepsi,1
BVC Coke 12oz Diet,coke,0
BVC - Canada Dry Sparkling Seltz,canada dry,2
Coke Zero 20oz Bottle,coke,0
Monthly Coke Special,coke,0
BVC - Coca Cola Dream world 20oz,coke,0
BVC - Mtn Dew Zero Sugar Baja Blast,pepsi,1
Coca Cola Vanilla Coffee,coke,0
M NSM  | Coca Cola | Zero Sugar CAN 16 F,coke,0
BVC - Bottle Mountain Dew VooDew 20oz,pepsi,1
Canada Dry Original Seltzer 20oz,canada dry,2
Coke wild cherry 12fl oz ,coke,0
BVC Bottle Pepsi Mango 20z,pepsi,1
Bottle Pepsi Mango 20oz,pepsi,1
Orange Vanilla Coke,coke,0
Coke DreamWorld,coke,0
BVC - Bottle Coke Black Cherry V,coke,0
20oz Bottle Vanilla Coke,coke,0
BVC- Mtn. Dew limited,pepsi,1
BVC - Bottle Mountain Dew Baja Blast 20 oz,pepsi,1
Foodworks Frida's Coke,coke,0
Pepsi Mango 20oz,pepsi,1
Bottle Coke Mexico,coke,0
BVC - Can Pepsi Caffeine Free12oz,pepsi,1
BVC - Bottle Glass Pepsi 8.4oz,pepsi,1
BVC - Bottle Pepsi Throwback 20o,pepsi,1
Can Cherry Coke,coke,0
canada dry pomegranate cherry,canada dry,2
Pepsi wild cherry,pepsi,1
Bottle Pepsi Diet Jazz Black Ch Fr Van 20oz,pepsi,1
BVC- Soda 20 oz Canada dry(3),canada dry,2
MTN DEW CODE RED,pepsi,1
Cherry coke zero,coke,0
Bottle Mountain Dew Liberty,pepsi,1
BVC - Mtn Dew Baja Mango,pepsi,1
Diet Coke (2),coke,0
Mtn Dew Rise Peach Mango,pepsi,1
Canada Dry Pomegranate Cherry Sp,canada dry,2
Mtn Dew 12oz,pepsi,1
Soda Coke zero energy,coke,0
Mountain Dew Voo-Dew 20oz,pepsi,1
BVC Canada Dry 20oz Tahitian Treat Fruit Punch,canada dry,2
BVC - Bottle Mtn Dew Zero 20oz,pepsi,1
BVC - Pepsi 20oz Zero Wild Cherr,pepsi,1
Can Canada Dry 12 oz,canada dry,2
BVC Coke 20oz Cherry,coke,0
BVC - Bottle glass diet coke,coke,0
Canada Dry Blk Chry,canada dry,2
Soda Coke Cherry Vanilla Zero 20,coke,0
BVC - Can Mountain Dew Code Red ,pepsi,1
cherry coke zero 20 oz,coke,0
BVC -Diet Pepsi,pepsi,1
BVC - Mtn Dew Liberty Brew,pepsi,1
Diet Mtn. Dew,pepsi,1
Bottle Diet Mountain Dew Code Re,pepsi,1
DIET MTN DEW 20OZ,pepsi,1
COKE DIET,coke,0
Diet Pepsi. CAN,pepsi,1
Coke Zero Cherry Vanilla 12oz,coke,0
BVC - Bottle Mountain Dew Zero S,pepsi,1
20oz Coke Zero,coke,0
Can Coke Cherry 12oz.,coke,0
BVC- Coke Cherry Vanilla,coke,0
Mountain Dew Diet 16.9 oz,pepsi,1
Mountain Dew Zero Sugar Baja Bla,pepsi,1
BVC - Diet Coke 12 oz can,coke,0
BVC - Can Pepsi Schweppes Diet Ginger Ale12oz(2),pepsi,1
Vanilla Orange Coke 20oz,coke,0
M NSM | COKE | COKE STARLIGHT BTL 20 F,coke,0
Mountain Dew Major Melon,pepsi,1
CokeDiet Caffine Free,coke,0
Marshmello's Coke 12oz,coke,0
Mountain Dew Citrus Cherry,pepsi,1
BVC - 20oz MTN Dew Code Zero,pepsi,1
Canada Dry Seltzer,canada dry,2
Pepsi 20oz 2 for 2.50,pepsi,1
coke 20oz,coke,0
Bottle Mountain Dew Baja Punch,pepsi,1
Coke Full Can Mocha ,coke,0
Bottle Mountain Dew VooDoo 20oz,pepsi,1
Coke 0,coke,0
Pepsi Nitro 13.65oz Can,pepsi,1
coke coffee,coke,0
Pepsi 2.00,pepsi,1
Canada Dry Ginger Ale 20 oz.,canada dry,2
Can Coke zero sugar 12oz,coke,0
DIET COKE CAN,coke,0
Soda Mountain Dew Voltage 20oz,pepsi,1
Pepsi Cup 32oz,pepsi,1
BVC-Pepsi Wild Cherry 20oz,pepsi,1
Mtn Dew Ginger Snap'd,pepsi,1
Can Pepsi Zero Sugar 12oz(1),pepsi,1
Pepsi zero wild cherry,pepsi,1
BVC - Can Pepsi,pepsi,1
Bottle Coke Diet Lime Ginger 12oz,coke,0
Can Mountain Dew  12oz,pepsi,1
Coca Cola Starlight Zero Sugar,coke,0
Mountain Dew Gingerbread Snap'd,pepsi,1
BVC - MTN DEW BAJA FLASH,pepsi,1
BVC - Bottle Mountain Dew Voo Dew Mystery 20oz,pepsi,1
Soda pepsi zero 20oz,pepsi,1
Coca Cola Starlight Coke,coke,0
pepsi 0 20oz,pepsi,1
20 ounce diet coke,coke,0
Mountain Dew Watermelon,pepsi,1
Mountain Dew Mystery Flavor 12oz,pepsi,1
Canada Dry Black Cherry Wishniak,canada dry,2
Can Diet Coke Strawberry Guavai 12 oz,coke,0
BVC - Bottle Coke life,coke,0
Diet Coke Blueberry Acai,coke,0
Pepsi Zero Sugar Mango 20oz,pepsi,1
